region_name,province,type,subtype
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
West Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
West Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
West Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
West Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Westbank,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
West Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
West Kelowna,BC,Condo,
Kelowna,BC,Condo,
Westbank,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
West Kelowna,BC,Condo,
Westbank,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
West Kelowna,BC,Condo,
Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Westbank,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
West Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
West Kelowna,BC,Single Family,
West Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
West Kelowna,BC,Single Family,
Kelowna,BC,Condo,
West Kelowna,BC,Single Family,
Westbank,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
West Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
West Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
West Kelowna,BC,Single Family,
Kelowna,BC,Condo/Townhome,
Kelowna,BC,Condo/Townhome,
Kelowna,BC,Condo/Townhome,
Kelowna,BC,Condo/Townhome,
Kelowna,BC,Condo/Townhome,
Kelowna,BC,Condo/Townhome,
Kelowna,BC,Condo/Townhome,
Kelowna,BC,Condo/Townhome,
West Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Merritt,BC,Single Family,
Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Westbank,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Westbank,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
West Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Kelowna,BC,Condo,
West Kelowna,BC,Single Family,
Kelowna,BC,Condo,
West Kelowna,BC,Single Family,
Lake Country,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
West Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo/Townhome,
Kelowna,BC,Single Family,
West Kelowna,BC,Condo,
Kelowna,BC,Condo,
West Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Condo/Townhome,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
West Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Falkland,BC,Single Family,
West Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
West Kelowna,BC,Single Family,
Kelowna,BC,Condo,
West Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Kelowna,BC,Single Family,
Kelowna,BC,Condo,
Lake Country,BC,Single Family,
Lake Country,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Lake Country,BC,Condo,
Kelowna,BC,Single Family,
Peachland,BC,Single Family,
Kelowna,BC,Single Family,
Peachland,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Mobile Home,
Kelowna,BC,Single Family,
Peachland,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Lake Country,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Lake Country,BC,Single Family,
Peachland,BC,Single Family,
Peachland,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Peachland,BC,Single Family,
Naramata,BC,Condo,
Peachland,BC,Single Family,
Kelowna,BC,Single Family,
Kelowna,BC,Single Family,
Peachland,BC,Condo,
Kelowna,BC,Single Family,
Victoria,BC,Condo,
Saanich,BC,Single Family,
Victoria,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Saanich,BC,Condo,
Esquimalt,BC,Duplex,
Victoria,BC,Condo,
Esquimalt,BC,Duplex,
Saanich,BC,Condo,
Victoria,BC,Single Family,
Langford,BC,Townhome,
Langford,BC,Townhome,
Victoria,BC,Duplex,
Victoria,BC,Condo/Townhome,
Victoria,BC,Condo/Townhome,
Langford,BC,Townhome,
Victoria,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Colwood,BC,Single Family,
Langford,BC,Single Family,
Saanich,BC,Condo,
Langford,BC,Single Family,
Langford,BC,Single Family,
Langford,BC,Condo,
Langford,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Saanich,BC,Condo,
Langford,BC,Condo/Townhome,
Esquimalt,BC,Condo,
Victoria,BC,Townhome,
Langford,BC,Duplex,
Saanich,BC,Condo,
Saanich,BC,Single Family,
Victoria,BC,Condo,
Metchosin,BC,Single Family,
Saanich,BC,Townhome,
Victoria,BC,Single Family,
Victoria,BC,Condo,
Colwood,BC,Townhome,
Victoria,BC,Condo/Townhome,
Colwood,BC,Single Family,
Victoria,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Langford,BC,Single Family,
View Royal,BC,Single Family,
Esquimalt,BC,Single Family,
Victoria,BC,Condo,
Colwood,BC,Single Family,
Langford,BC,Single Family,
Saanich,BC,Single Family,
Victoria,BC,Single Family,
Saanich,BC,Townhome,
Saanich,BC,Townhome,
Saanich,BC,Single Family,
Victoria,BC,Condo/Townhome,
Langford,BC,Single Family,
Victoria,BC,Condo,
Victoria,BC,Condo/Townhome,
Colwood,BC,Duplex,
Victoria,BC,Condo,
Langford,BC,Townhome,
Saanich,BC,Single Family,
Victoria,BC,Condo,
View Royal,BC,Townhome,
Victoria,BC,Condo,
Esquimalt,BC,Duplex,
Victoria,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Langford,BC,Condo,
Victoria,BC,Condo,
Langford,BC,Condo,
Victoria,BC,Condo,
Colwood,BC,Single Family,
Langford,BC,Duplex,
Victoria,BC,Condo,
Victoria,BC,Condo,
Langford,BC,Condo,
Victoria,BC,Condo,
Saanich,BC,Single Family,
Victoria,BC,Condo,
Victoria,BC,Single Family,
Saanich,BC,Single Family,
Langford,BC,Townhome,
Victoria,BC,Condo,
Langford,BC,Townhome,
Saanich,BC,Single Family,
View Royal,BC,Condo,
Victoria,BC,Condo,
Langford,BC,Condo,
Victoria,BC,Townhome,
Saanich,BC,Single Family,
Victoria,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Saanich,BC,Single Family,
Saanich,BC,Single Family,
Saanich,BC,Single Family,
Langford,BC,Condo,
Saanich,BC,Single Family,
Saanich,BC,Condo,
Colwood,BC,Condo,
Esquimalt,BC,Single Family,
Langford,BC,Single Family,
Esquimalt,BC,Townhome,
Saanich,BC,Single Family,
Victoria,BC,Condo,
Langford,BC,Townhome,
Langford,BC,Single Family,
Colwood,BC,Single Family,
Victoria,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Single Family,
Victoria,BC,Condo,
Saanich,BC,Condo,
Victoria,BC,Single Family,
Langford,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Langford,BC,Single Family,
Victoria,BC,Condo,
Saanich,BC,Single Family,
Victoria,BC,Condo,
Victoria,BC,Single Family,
Langford,BC,Single Family,
Langford,BC,Townhome,
Langford,BC,Single Family,
View Royal,BC,Single Family,
Victoria,BC,Condo,
Victoria,BC,Condo,
Saanich,BC,Single Family,
Victoria,BC,Condo,
Saanich,BC,Single Family,
Langford,BC,Condo,
Saanich,BC,Single Family,
Saanich,BC,Condo,
View Royal,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Saanich,BC,Single Family,
Langford,BC,Single Family,
Victoria,BC,Condo,
Saanich,BC,Single Family,
Colwood,BC,Single Family,
View Royal,BC,Townhome,
Victoria,BC,Condo/Townhome,
Colwood,BC,Townhome,
Saanich,BC,Single Family,
Saanich,BC,Single Family,
Victoria,BC,Condo,
Langford,BC,Condo,
Langford,BC,Condo,
Victoria,BC,Townhome,
Victoria,BC,Single Family,
Colwood,BC,Townhome,
Victoria,BC,Condo,
Saanich,BC,Condo,
Victoria,BC,Duplex,
Saanich,BC,Townhome,
Victoria,BC,Duplex,
Metchosin,BC,Single Family,
Victoria,BC,Condo,
Colwood,BC,Townhome,
Victoria,BC,Condo,
Victoria,BC,Townhome,
Colwood,BC,Single Family,
Colwood,BC,Single Family,
Victoria,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Langford,BC,Duplex,
Langford,BC,Single Family,
Langford,BC,Duplex,
Langford,BC,Condo/Townhome,
Saanich,BC,Single Family,
Colwood,BC,Townhome,
Victoria,BC,Condo,
Victoria,BC,Condo,
Metchosin,BC,Single Family,
Victoria,BC,Condo,
Langford,BC,Condo,
Esquimalt,BC,Townhome,
Saanich,BC,Single Family,
Victoria,BC,Condo,
Colwood,BC,Single Family,
Esquimalt,BC,Single Family,
Langford,BC,Condo,
Victoria,BC,Single Family,
Saanich,BC,Condo,
Esquimalt,BC,Condo,
Saanich,BC,Condo,
Victoria,BC,Townhome,
Victoria,BC,Condo,
Langford,BC,Condo,
Langford,BC,Single Family,
Langford,BC,Townhome,
Victoria,BC,Condo,
Saanich,BC,Condo,
Langford,BC,Condo,
Langford,BC,Townhome,
Victoria,BC,Condo,
Metchosin,BC,Single Family,
Victoria,BC,Condo,
Langford,BC,Townhome,
Victoria,BC,Condo,
Saanich,BC,Single Family,
Colwood,BC,Single Family,
Colwood,BC,Single Family,
Langford,BC,Single Family,
Victoria,BC,Single Family,
Langford,BC,Single Family,
Saanich,BC,Single Family,
Saanich,BC,Single Family,
Langford,BC,Condo,
Saanich,BC,Condo,
Esquimalt,BC,Condo,
Saanich,BC,Single Family,
Saanich,BC,Condo,
Victoria,BC,Condo,
Langford,BC,Condo/Townhome,
Saanich,BC,Single Family,
Saanich,BC,Single Family,
Victoria,BC,Condo,
Saanich,BC,Single Family,
Langford,BC,Single Family,
Colwood,BC,Townhome,
Victoria,BC,Condo,
Victoria,BC,Condo,
Langford,BC,Condo,
Langford,BC,Single Family,
Langford,BC,Condo,
Victoria,BC,Single Family,
Langford,BC,Duplex,
Langford,BC,Duplex,
Victoria,BC,Condo,
Langford,BC,Condo,
Esquimalt,BC,Condo/Townhome,
Colwood,BC,Condo,
Esquimalt,BC,Condo/Townhome,
Langford,BC,Townhome,
Langford,BC,Townhome,
Colwood,BC,Single Family,
Colwood,BC,Single Family,
Colwood,BC,Single Family,
Victoria,BC,Townhome,
Colwood,BC,Townhome,
Langford,BC,Single Family,
Saanich,BC,Townhome,
Victoria,BC,Condo,
Langford,BC,Single Family,
Victoria,BC,Condo,
Langford,BC,Condo,
Saanich,BC,Townhome,
Victoria,BC,Condo,
Victoria,BC,Townhome,
Langford,BC,Single Family,
Victoria,BC,Condo,
Langford,BC,Single Family,
Langford,BC,Condo,
Saanich,BC,Single Family,
Langford,BC,Condo,
Esquimalt,BC,Condo,
Victoria,BC,Condo,
Langford,BC,Duplex,
Langford,BC,Condo,
Victoria,BC,Condo,
Colwood,BC,Single Family,
Saanich,BC,Single Family,
Saanich,BC,Condo,
Saanich,BC,Condo,
Victoria,BC,Townhome,
Langford,BC,Single Family,
Colwood,BC,Single Family,
Esquimalt,BC,Single Family,
Langford,BC,Condo,
Langford,BC,Single Family,
Victoria,BC,Condo,
Victoria,BC,Single Family,
Saanich,BC,Single Family,
Victoria,BC,Condo,
Colwood,BC,Single Family,
Langford,BC,Single Family,
Saanich,BC,Condo,
Langford,BC,Single Family,
Langford,BC,Single Family,
Saanich,BC,Condo,
Saanich,BC,Single Family,
Victoria,BC,Condo,
Saanich,BC,Single Family,
Langford,BC,Condo,
Langford,BC,Single Family,
View Royal,BC,Condo,
Victoria,BC,Duplex,
Saanich,BC,Condo,
Victoria,BC,Condo,
Saanich,BC,Condo,
Esquimalt,BC,Condo,
Esquimalt,BC,Condo,
Langford,BC,Condo,
Saanich,BC,Single Family,
Esquimalt,BC,Single Family,
View Royal,BC,Single Family,
Langford,BC,Single Family,
Colwood,BC,Condo,
Victoria,BC,Single Family,
Victoria,BC,Condo,
Langford,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Langford,BC,Single Family,
View Royal,BC,Manufactured Home,
Victoria,BC,Single Family,
Victoria,BC,Single Family,
Victoria,BC,Single Family,
Langford,BC,Townhome,
Langford,BC,Townhome,
Saanich,BC,Single Family,
Saanich,BC,Condo,
Langford,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Esquimalt,BC,Condo,
Langford,BC,Single Family,
Victoria,BC,Condo,
Langford,BC,Condo,
View Royal,BC,Single Family,
Victoria,BC,Condo,
Victoria,BC,Condo,
Metchosin,BC,Single Family,
Langford,BC,Single Family,
Langford,BC,Single Family,
Victoria,BC,Condo,
Colwood,BC,Condo,
Langford,BC,Single Family,
Saanich,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Saanich,BC,Single Family,
Saanich,BC,Condo,
View Royal,BC,Single Family,
Saanich,BC,Single Family,
Victoria,BC,Condo,
Victoria,BC,Condo,
Saanich,BC,Single Family,
View Royal,BC,Townhome,
Victoria,BC,Condo,
Saanich,BC,Condo,
Victoria,BC,Townhome,
Victoria,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Single Family,
Langford,BC,Single Family,
Saanich,BC,Condo,
Langford,BC,Condo,
Saanich,BC,Townhome,
Langford,BC,Condo,
Victoria,BC,Condo,
Saanich,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Langford,BC,Single Family,
Saanich,BC,Single Family,
Victoria,BC,Condo/Townhome,
Saanich,BC,Condo/Townhome,
Saanich,BC,Condo/Townhome,
Esquimalt,BC,Condo,
Metchosin,BC,Single Family,
Langford,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Esquimalt,BC,Condo,
Victoria,BC,Condo,
Langford,BC,Single Family,
Victoria,BC,Townhome,
Saanich,BC,Single Family,
Colwood,BC,Single Family,
Victoria,BC,Condo,
Victoria,BC,Single Family,
Langford,BC,Condo,
Langford,BC,Townhome,
Langford,BC,Townhome,
Langford,BC,Single Family,
Langford,BC,Townhome,
Langford,BC,Townhome,
Langford,BC,Single Family,
Langford,BC,Townhome,
Victoria,BC,Condo,
Langford,BC,Condo,
Metchosin,BC,Single Family,
Langford,BC,Condo,
Victoria,BC,Townhome,
Saanich,BC,Single Family,
Esquimalt,BC,Single Family,
Saanich,BC,Condo,
Langford,BC,Condo,
Langford,BC,Condo,
Langford,BC,Condo,
Langford,BC,Single Family,
Victoria,BC,Condo,
Colwood,BC,Single Family,
Colwood,BC,Condo,
Victoria,BC,Condo,
Langford,BC,Townhome,
Victoria,BC,Condo,
Colwood,BC,Townhome,
Saanich,BC,Condo/Townhome,
Victoria,BC,Single Family,
Saanich,BC,Single Family,
Langford,BC,Single Family,
Langford,BC,Townhome,
Colwood,BC,Single Family,
View Royal,BC,Single Family,
View Royal,BC,Condo,
Victoria,BC,Condo,
Esquimalt,BC,Condo,
Victoria,BC,Single Family,
Langford,BC,Townhome,
Esquimalt,BC,Single Family,
Victoria,BC,Condo,
Saanich,BC,Townhome,
Langford,BC,Single Family,
Langford,BC,Single Family,
Victoria,BC,Condo,
Victoria,BC,Single Family,
Victoria,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Langford,BC,Condo,
Langford,BC,Condo,
Langford,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Single Family,
Victoria,BC,Single Family,
Saanich,BC,Condo/Townhome,
Victoria,BC,Condo,
Victoria,BC,Single Family,
Victoria,BC,Condo,
Langford,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Saanich,BC,Single Family,
Langford,BC,Condo/Townhome,
Victoria,BC,Single Family,
Victoria,BC,Single Family,
Victoria,BC,Condo,
Malahat,BC,Single Family,
Colwood,BC,Single Family,
Langford,BC,Condo/Townhome,
Langford,BC,Townhome,
Esquimalt,BC,Condo,
Victoria,BC,Single Family,
Victoria,BC,Condo,
Langford,BC,Condo,
Victoria,BC,Condo,
Colwood,BC,Townhome,
Langford,BC,Townhome,
Saanich,BC,Townhome,
Esquimalt,BC,Condo,
Langford,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Single Family,
Saanich,BC,Single Family,
Langford,BC,Townhome,
Colwood,BC,Condo,
Colwood,BC,Condo,
Victoria,BC,Condo,
Colwood,BC,Condo,
Victoria,BC,Single Family,
Metchosin,BC,Single Family,
Esquimalt,BC,Condo,
Colwood,BC,Single Family,
Saanich,BC,Single Family,
Saanich,BC,Townhome,
Saanich,BC,Townhome,
Langford,BC,Townhome,
Langford,BC,Single Family,
Colwood,BC,Single Family,
Langford,BC,Single Family,
Victoria,BC,Condo,
Victoria,BC,Condo,
Langford,BC,Single Family,
Metchosin,BC,Single Family,
Langford,BC,Single Family,
View Royal,BC,Condo,
Langford,BC,Townhome,
Langford,BC,Townhome,
Colwood,BC,Townhome,
Victoria,BC,Condo,
Saanich,BC,Condo,
Langford,BC,Single Family,
Langford,BC,Condo,
Langford,BC,Single Family,
Langford,BC,Single Family,
Saanich,BC,Townhome,
Langford,BC,Single Family,
Langford,BC,Single Family,
Saanich,BC,Townhome,
Esquimalt,BC,Condo,
Esquimalt,BC,Townhome,
Saanich,BC,Duplex,
Saanich,BC,Townhome,
Victoria,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Townhome,
Colwood,BC,Single Family,
Victoria,BC,Single Family,
Victoria,BC,Condo,
Sooke,BC,Single Family,
Saanich,BC,Townhome,
Saanich,BC,Townhome,
Langford,BC,Single Family,
Langford,BC,Single Family,
Victoria,BC,Condo,
Langford,BC,Duplex,
View Royal,BC,Townhome,
Victoria,BC,Condo,
Victoria,BC,Condo,
Langford,BC,Single Family,
Saanich,BC,Townhome,
Victoria,BC,Condo,
Langford,BC,Single Family,
Esquimalt,BC,Duplex,
Langford,BC,Townhome,
Langford,BC,Single Family,
Victoria,BC,Condo,
Saanich,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Saanich,BC,Condo,
Saanich,BC,Condo,
Esquimalt,BC,Single Family,
Langford,BC,Townhome,
Langford,BC,Manufactured Home,
Langford,BC,Condo,
Langford,BC,Townhome,
Colwood,BC,Duplex,
Saanich,BC,Single Family,
Saanich,BC,Single Family,
Langford,BC,Duplex,
Victoria,BC,Single Family,
Victoria,BC,Condo,
Langford,BC,Condo,
Langford,BC,Condo,
Victoria,BC,Condo,
Langford,BC,Single Family,
Langford,BC,Condo,
Victoria,BC,Condo,
Langford,BC,Condo,
Saanich,BC,Single Family,
Victoria,BC,Single Family,
Saanich,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Saanich,BC,Single Family,
Victoria,BC,Condo/Townhome,
Victoria,BC,Condo/Townhome,
Victoria,BC,Townhome,
View Royal,BC,Condo,
Saanich,BC,Townhome,
Saanich,BC,Townhome,
Saanich,BC,Single Family,
Saanich,BC,Condo,
Victoria,BC,Single Family,
Esquimalt,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Condo,
Saanich,BC,Single Family,
Langford,BC,Single Family,
Langford,BC,Duplex,
Victoria,BC,Single Family,
Esquimalt,BC,Condo,
Langford,BC,Duplex,
Langford,BC,Single Family,
Langford,BC,Condo,
Langford,BC,Condo,
Highlands,BC,Single Family,
Saanich,BC,Single Family,
Victoria,BC,Condo,
Saanich,BC,Single Family,
Saanich,BC,Single Family,
Saanich,BC,Single Family,
Colwood,BC,Condo,
Victoria,BC,Condo,
Esquimalt,BC,Condo,
Victoria,BC,Condo,
Victoria,BC,Townhome,
Victoria,BC,Condo,
View Royal,BC,Condo,
