year,region_name,avg_income,province
2000,Canada,7118340,
2000,Newfoundland and Labrador,131750,
2000,St. John's,39990,NL
2000,Prince Edward Island,31390,
2000,Nova Scotia,214300,
2000,Halifax,79400,NS
2000,New Brunswick,180280,
2000,Saint John,29040,NB
2000,Quebec,1714530,
2000,Saguenay,38600,QC
2000,Québec,161390,QC
2000,Sherbrooke,34640,QC
2000,Trois-Rivières,32450,QC
2000,Montréal,786850,QC
2000,Ottawa-Gatineau,59540,
2000,Ontario,2725440,
2000,Ottawa-Gatineau,189760,
2000,Oshawa,70130,ON
2000,Toronto,1097590,ON
2000,Hamilton,155750,ON
2000,St. Catharines-Niagara,92960,ON
2000,Kitchener-Cambridge-Waterloo,100250,ON
2000,London,95480,ON
2000,Windsor,70700,ON
2000,Greater Sudbury,37010,ON
2000,Thunder Bay,28080,ON
2000,Manitoba,257060,
2000,Winnipeg,152700,MB
2000,Saskatchewan,225110,
2000,Regina,43100,SK
2000,Saskatoon,50850,SK
2000,Alberta,700830,
2000,Calgary,225270,AB
2000,Edmonton,215850,AB
2000,British Columbia,919060,
2000,Vancouver,460800,BC
2000,Victoria,72450,BC
2000,Yukon,6150,
2000,Northwest Territories,7740,
2000,Nunavut,4700,
2001,Canada,7187680,
2001,Newfoundland and Labrador,130900,
2001,St. John's,40170,NL
2001,Prince Edward Island,31410,
2001,Nova Scotia,214220,
2001,Halifax,82930,NS
2001,New Brunswick,180160,
2001,Saint John,29000,NB
2001,Quebec,1725700,
2001,Saguenay,38250,QC
2001,Québec,164010,QC
2001,Sherbrooke,35510,QC
2001,Trois-Rivières,32570,QC
2001,Montréal,795240,QC
2001,Ottawa-Gatineau,60480,
2001,Ontario,2766660,
2001,Ottawa-Gatineau,189140,
2001,Kingston,34520,ON
2001,Oshawa,71430,ON
2001,Toronto,1129170,ON
2001,Hamilton,158480,ON
2001,St. Catharines-Niagara,92850,ON
2001,Kitchener-Cambridge-Waterloo,102150,ON
2001,London,101870,ON
2001,Windsor,72980,ON
2001,Greater Sudbury,37380,ON
2001,Thunder Bay,28490,ON
2001,Manitoba,257100,
2001,Winnipeg,153600,MB
2001,Saskatchewan,223340,
2001,Regina,42860,SK
2001,Saskatoon,50940,SK
2001,Alberta,711600,
2001,Calgary,230890,AB
2001,Edmonton,218320,AB
2001,British Columbia,927880,
2001,Abbotsford-Mission,35120,BC
2001,Vancouver,469990,BC
2001,Victoria,72710,BC
2001,Yukon,6070,
2001,Northwest Territories,7860,
2001,Nunavut,4770,
2002,Canada,7249010,
2002,Newfoundland and Labrador,130890,
2002,St. John's,40360,NL
2002,Prince Edward Island,31420,
2002,Nova Scotia,214450,
2002,Halifax,83410,NS
2002,New Brunswick,180160,
2002,Saint John,29000,NB
2002,Quebec,1728810,
2002,Saguenay,38040,QC
2002,Québec,163800,QC
2002,Sherbrooke,35640,QC
2002,Trois-Rivières,32310,QC
2002,Montréal,802050,QC
2002,Ottawa-Gatineau,60690,
2002,Ontario,2804720,
2002,Ottawa-Gatineau,191860,
2002,Kingston,34670,ON
2002,Oshawa,71390,ON
2002,Toronto,1162940,ON
2002,Hamilton,158940,ON
2002,St. Catharines-Niagara,92760,ON
2002,Kitchener-Cambridge-Waterloo,102980,ON
2002,London,102460,ON
2002,Windsor,73860,ON
2002,Greater Sudbury,37270,ON
2002,Thunder Bay,28530,ON
2002,Manitoba,257900,
2002,Winnipeg,154090,MB
2002,Saskatchewan,222900,
2002,Regina,42840,SK
2002,Saskatoon,51070,SK
2002,Alberta,719830,
2002,Calgary,235010,AB
2002,Edmonton,220610,AB
2002,British Columbia,938750,
2002,Abbotsford-Mission,35670,BC
2002,Vancouver,480070,BC
2002,Victoria,72690,BC
2002,Yukon,6180,
2002,Northwest Territories,8050,
2002,Nunavut,4960,
2003,Canada,7319570,
2003,Newfoundland and Labrador,130530,
2003,St. John's,41000,NL
2003,Prince Edward Island,31790,
2003,Nova Scotia,214540,
2003,Halifax,84140,NS
2003,New Brunswick,180150,
2003,Saint John,29030,NB
2003,Quebec,1754150,
2003,Saguenay,38140,QC
2003,Québec,167930,QC
2003,Sherbrooke,36420,QC
2003,Trois-Rivières,32780,QC
2003,Montréal,808870,QC
2003,Ottawa-Gatineau,62560,
2003,Ontario,2830190,
2003,Ottawa-Gatineau,191800,
2003,Kingston,35080,ON
2003,Oshawa,74600,ON
2003,Toronto,1169690,ON
2003,Hamilton,160390,ON
2003,St. Catharines-Niagara,93090,ON
2003,Kitchener-Cambridge-Waterloo,105170,ON
2003,London,103450,ON
2003,Windsor,74260,ON
2003,Greater Sudbury,37290,ON
2003,Thunder Bay,28530,ON
2003,Manitoba,258570,
2003,Winnipeg,154720,MB
2003,Saskatchewan,221980,
2003,Regina,42910,SK
2003,Saskatoon,51710,SK
2003,Alberta,730520,
2003,Calgary,238590,AB
2003,Edmonton,224370,AB
2003,British Columbia,947710,
2003,Abbotsford-Mission,36170,BC
2003,Vancouver,483010,BC
2003,Victoria,73450,BC
2003,Yukon,6260,
2003,Northwest Territories,8160,
2003,Nunavut,5020,
2004,Canada,7449160,
2004,Newfoundland and Labrador,130650,
2004,St. John's,41680,NL
2004,Prince Edward Island,31980,
2004,Nova Scotia,215640,
2004,Halifax,85060,NS
2004,New Brunswick,182020,
2004,Saint John,29230,NB
2004,Quebec,1778740,
2004,Saguenay,38280,QC
2004,Québec,170230,QC
2004,Sherbrooke,37040,QC
2004,Trois-Rivières,33250,QC
2004,Montréal,819930,QC
2004,Ottawa-Gatineau,64250,
2004,Ontario,2883680,
2004,Ottawa-Gatineau,195000,
2004,Kingston,35500,ON
2004,Oshawa,76990,ON
2004,Toronto,1198880,ON
2004,Hamilton,161870,ON
2004,St. Catharines-Niagara,94190,ON
2004,Kitchener-Cambridge-Waterloo,107660,ON
2004,London,105290,ON
2004,Windsor,74900,ON
2004,Greater Sudbury,38230,ON
2004,Thunder Bay,28590,ON
2004,Manitoba,260270,
2004,Winnipeg,156110,MB
2004,Saskatchewan,221900,
2004,Regina,43280,SK
2004,Saskatoon,52220,SK
2004,Alberta,755880,
2004,Calgary,248720,AB
2004,Edmonton,232090,AB
2004,British Columbia,968810,
2004,Abbotsford-Mission,36840,BC
2004,Vancouver,495180,BC
2004,Victoria,74990,BC
2004,Yukon,6320,
2004,Northwest Territories,8200,
2004,Nunavut,5060,
2005,Canada,7486160,
2005,Newfoundland and Labrador,129540,
2005,St. John's,41750,NL
2005,Prince Edward Island,32070,
2005,Nova Scotia,214870,
2005,Halifax,85190,NS
2005,New Brunswick,181730,
2005,Saint John,29120,NB
2005,Quebec,1784680,
2005,Saguenay,38150,QC
2005,Québec,171050,QC
2005,Sherbrooke,37220,QC
2005,Trois-Rivières,33550,QC
2005,Montréal,821360,QC
2005,Ottawa-Gatineau,64610,
2005,Ontario,2891660,
2005,Ottawa-Gatineau,195640,
2005,Kingston,35570,ON
2005,Oshawa,77810,ON
2005,Toronto,1204870,ON
2005,Hamilton,161640,ON
2005,St. Catharines-Niagara,93590,ON
2005,Kitchener-Cambridge-Waterloo,108320,ON
2005,London,105380,ON
2005,Windsor,74200,ON
2005,Greater Sudbury,38270,ON
2005,Thunder Bay,28260,ON
2005,Manitoba,260530,
2005,Winnipeg,156150,MB
2005,Saskatchewan,221170,
2005,Regina,43320,SK
2005,Saskatoon,52400,SK
2005,Alberta,771640,
2005,Calgary,254540,AB
2005,Edmonton,236510,AB
2005,British Columbia,978570,
2005,Abbotsford-Mission,37070,BC
2005,Vancouver,500010,BC
2005,Victoria,75520,BC
2005,Yukon,6520,
2005,Northwest Territories,8110,
2005,Nunavut,5080,
2006,Canada,7629330,
2006,Newfoundland and Labrador,129220,
2006,St. John's,42200,NL
2006,Prince Edward Island,32310,
2006,Nova Scotia,215870,
2006,Halifax,86530,NS
2006,New Brunswick,182760,
2006,Moncton,31640,NB
2006,Saint John,29320,NB
2006,Quebec,1804340,
2006,Saguenay,38300,QC
2006,Québec,173520,QC
2006,Sherbrooke,43790,QC
2006,Trois-Rivières,33680,QC
2006,Montréal,837600,QC
2006,Ottawa-Gatineau,67110,
2006,Ontario,2952140,
2006,Ottawa-Gatineau,200130,
2006,Kingston,36000,ON
2006,Peterborough,28300,ON
2006,Oshawa,79150,ON
2006,Toronto,1244430,ON
2006,Hamilton,162500,ON
2006,St. Catharines-Niagara,93690,ON
2006,Kitchener-Cambridge-Waterloo,110070,ON
2006,Brantford,30080,ON
2006,Guelph,31850,ON
2006,London,107880,ON
2006,Windsor,74220,ON
2006,Barrie,42800,ON
2006,Greater Sudbury,38620,ON
2006,Thunder Bay,28470,ON
2006,Manitoba,263280,
2006,Winnipeg,158730,MB
2006,Saskatchewan,224080,
2006,Regina,44990,SK
2006,Saskatoon,53620,SK
2006,Alberta,800750,
2006,Calgary,263840,AB
2006,Edmonton,244790,AB
2006,British Columbia,1004470,
2006,Kelowna,41710,BC
2006,Abbotsford-Mission,38210,BC
2006,Vancouver,515350,BC
2006,Victoria,76580,BC
2006,Yukon,6630,
2006,Northwest Territories,8310,
2006,Nunavut,5170,
2007,Canada,7727870,
2007,Newfoundland and Labrador,129900,
2007,St. John's,43130,NL
2007,Prince Edward Island,32630,
2007,Nova Scotia,216430,
2007,Halifax,87280,NS
2007,New Brunswick,183590,
2007,Moncton,32180,NB
2007,Saint John,29570,NB
2007,Quebec,1818710,
2007,Saguenay,38290,QC
2007,Québec,175730,QC
2007,Sherbrooke,44150,QC
2007,Trois-Rivières,34030,QC
2007,Montréal,843590,QC
2007,Ottawa-Gatineau,67790,
2007,Ontario,2983620,
2007,Ottawa-Gatineau,203080,
2007,Kingston,36140,ON
2007,Peterborough,28400,ON
2007,Oshawa,80030,ON
2007,Toronto,1265760,ON
2007,Hamilton,162880,ON
2007,St. Catharines-Niagara,93540,ON
2007,Kitchener-Cambridge-Waterloo,111090,ON
2007,Brantford,30190,ON
2007,Guelph,32350,ON
2007,London,108650,ON
2007,Windsor,73790,ON
2007,Barrie,43320,ON
2007,Greater Sudbury,38890,ON
2007,Thunder Bay,28400,ON
2007,Manitoba,266880,
2007,Winnipeg,160150,MB
2007,Saskatchewan,227800,
2007,Regina,45650,SK
2007,Saskatoon,55890,SK
2007,Alberta,821670,
2007,Calgary,272260,AB
2007,Edmonton,251070,AB
2007,British Columbia,1026430,
2007,Kelowna,42900,BC
2007,Abbotsford-Mission,39060,BC
2007,Vancouver,527830,BC
2007,Victoria,78060,BC
2007,Yukon,6750,
2007,Northwest Territories,8270,
2007,Nunavut,5190,
2008,Canada,7832060,
2008,Newfoundland and Labrador,131230,
2008,St. John's,44120,NL
2008,Bay Roberts,2880,NL
2008,Grand Falls-Windsor,3710,NL
2008,Corner Brook,7260,NL
2008,Non CMA-CA,73260,NL
2008,Prince Edward Island,32950,
2008,Charlottetown,14270,PE
2008,Summerside,4570,PE
2008,Non CMA-CA,14110,PE
2008,Nova Scotia,217210,
2008,Halifax,88070,NS
2008,Kentville,6480,NS
2008,Truro,10610,NS
2008,New Glasgow,8810,NS
2008,Cape Breton,22710,NS
2008,Non CMA-CA,80520,NS
2008,New Brunswick,184820,
2008,Moncton,32800,NB
2008,Saint John,29830,NB
2008,Fredericton,22160,NB
2008,Bathurst,8370,NB
2008,Miramichi,6030,NB
2008,Campbellton,3410,
2008,Edmundston,5710,NB
2008,Non CMA-CA,76520,NB
2008,Quebec,1835730,
2008,Campbellton,530,
2008,Matane,4100,QC
2008,Rimouski,11560,QC
2008,Rivière-du-loup,6350,QC
2008,Baie-Comeau,7490,QC
2008,Saguenay,38350,QC
2008,Alma,8440,QC
2008,Dolbeau-Mistassini,3690,QC
2008,Sept-Îles,6410,QC
2008,Québec,177930,QC
2008,Saint-Georges,7580,QC
2008,Thetford Mines,6650,QC
2008,Sherbrooke,44670,QC
2008,Cowansville,3040,QC
2008,Victoriaville,12470,QC
2008,Trois-Rivières,34260,QC
2008,Shawinigan,13250,QC
2008,La Tuque,3480,QC
2008,Drummondville,19730,QC
2008,Granby,17520,QC
2008,Saint-Hyacinthe,13520,QC
2008,Sorel-Tracy,12670,QC
2008,Joliette,10540,QC
2008,Saint-Jean-sur-Richelieu,21950,QC
2008,Montréal,853140,QC
2008,Salaberry-de-Valleyfield,9360,QC
2008,Lachute,2990,QC
2008,Val-d'Or,7810,QC
2008,Amos,4820,QC
2008,Rouyn-Noranda,9700,QC
2008,Hawkesbury,410,
2008,Ottawa-Gatineau,68870,
2008,Non CMA-CA,392500,QC
2008,Ontario,3017330,
2008,Cornwall,15630,ON
2008,Hawkesbury,2460,
2008,Ottawa-Gatineau,206360,
2008,Brockville,8690,ON
2008,Pembroke,6720,ON
2008,Petawawa,3330,ON
2008,Kingston,36600,ON
2008,Belleville-Quinte West,23540,ON
2008,Cobourg,4750,ON
2008,Port Hope,4130,ON
2008,Peterborough,28820,ON
2008,Kawartha Lakes,19440,ON
2008,Centre Wellington,6420,ON
2008,Oshawa,81070,ON
2008,Ingersoll,3380,ON
2008,Toronto,1287680,ON
2008,Hamilton,163410,ON
2008,St. Catharines-Niagara,93680,ON
2008,Kitchener-Cambridge-Waterloo,112360,ON
2008,Brantford,30410,ON
2008,Woodstock,10080,ON
2008,Tillsonburg,4740,ON
2008,Norfolk,15840,ON
2008,Guelph,32710,ON
2008,Stratford,7830,ON
2008,London,109390,ON
2008,Chatham-Kent,26750,ON
2008,Leamington,17530,ON
2008,Windsor,73380,ON
2008,Sarnia,21680,ON
2008,Owen Sound,7510,ON
2008,Collingwood,4750,ON
2008,Barrie,43650,ON
2008,Orillia,10580,ON
2008,Midland,8840,ON
2008,North Bay,15780,ON
2008,Greater Sudbury,39000,ON
2008,Elliot Lake,3080,ON
2008,Temiskaming Shores,3440,ON
2008,Timmins,10510,ON
2008,Sault Ste. Marie,19160,ON
2008,Thunder Bay,28250,ON
2008,Kenora,3330,ON
2008,Non CMA-CA,360670,ON
2008,Manitoba,270220,
2008,Winnipeg,162080,MB
2008,Portage la Prairie,4960,MB
2008,Brandon,13140,MB
2008,Thompson,2970,MB
2008,Non CMA-CA,87070,MB
2008,Saskatchewan,232570,
2008,Regina,46650,SK
2008,Yorkton,4500,SK
2008,Moose Jaw,8080,SK
2008,Swift Current,4900,SK
2008,Saskatoon,56690,SK
2008,North Battleford,4500,SK
2008,Prince Albert,8550,SK
2008,Estevan,3050,SK
2008,Lloydminster,3300,
2008,Non CMA-CA,92360,SK
2008,Alberta,846200,
2008,Medicine Hat,18180,AB
2008,Brooks,6100,AB
2008,Lethbridge,25840,AB
2008,Okotoks,6590,AB
2008,Calgary,282210,AB
2008,Canmore,2990,AB
2008,Red Deer,21440,AB
2008,Camrose,4650,AB
2008,Edmonton,259780,AB
2008,Lloydminster,4580,
2008,Cold Lake,3910,AB
2008,Grande Prairie,19340,AB
2008,Wood Buffalo,16020,AB
2008,Wetaskiwin,3690,AB
2008,Non CMA-CA,170870,AB
2008,British Columbia,1043320,
2008,Cranbrook,6580,BC
2008,Penticton,10800,BC
2008,Kelowna,43670,BC
2008,Vernon,14910,BC
2008,Salmon Arm,4620,BC
2008,Kamloops,24880,BC
2008,Chilliwack,21500,BC
2008,Abbotsford-Mission,39560,BC
2008,Vancouver,540530,BC
2008,Squamish,3780,BC
2008,Victoria,79450,BC
2008,Duncan,10390,BC
2008,Nanaimo,23120,BC
2008,Parksville,8140,BC
2008,Port Alberni,6260,BC
2008,Courtenay,13880,BC
2008,Campbell River,9220,BC
2008,Powell River,4260,BC
2008,Williams Lake,4590,BC
2008,Quesnel,5830,BC
2008,Prince Rupert,2800,BC
2008,Kitimat,2250,BC
2008,Terrace,4270,BC
2008,Prince George,19690,BC
2008,Dawson Creek,3340,BC
2008,Fort St. John,6760,BC
2008,Non CMA-CA,128250,BC
2008,Yukon,6840,
2008,Whitehorse,5470,YT
2008,Non CMA-CA,1380,YT
2008,Northwest Territories,8330,
2008,Yellowknife,4250,NT
2008,Non CMA-CA,4080,NT
2008,Nunavut,5300,
2008,Campbellton,3950,
2008,Hawkesbury,2860,
2008,Ottawa - Gatineau,275220,
2008,Lloydminster,7880,
2009,Canada,7926210,
2009,Newfoundland and Labrador,132170,
2009,St. John's,44970,NL
2009,Bay Roberts,2900,NL
2009,Grand Falls-Windsor,3710,NL
2009,Corner Brook,7290,NL
2009,Non CMA-CA,73300,NL
2009,Prince Edward Island,33310,
2009,Charlottetown,14570,PE
2009,Summerside,4620,PE
2009,Non CMA-CA,14120,PE
2009,Nova Scotia,218170,
2009,Halifax,88460,NS
2009,Kentville,6480,NS
2009,Truro,10680,NS
2009,New Glasgow,8790,NS
2009,Cape Breton,22580,NS
2009,Non CMA-CA,81180,NS
2009,New Brunswick,186180,
2009,Moncton,33420,NB
2009,Saint John,30020,NB
2009,Fredericton,22470,NB
2009,Bathurst,8320,NB
2009,Miramichi,5990,NB
2009,Campbellton,3440,
2009,Edmundston,5710,NB
2009,Non CMA-CA,76800,NB
2009,Quebec,1854770,
2009,Campbellton,530,
2009,Matane,4060,QC
2009,Rimouski,11710,QC
2009,Rivière-du-loup,6360,QC
2009,Baie-Comeau,7490,QC
2009,Saguenay,38450,QC
2009,Alma,8410,QC
2009,Dolbeau-Mistassini,3680,QC
2009,Sept-Îles,6570,QC
2009,Québec,180240,QC
2009,Saint-Georges,7680,QC
2009,Thetford Mines,6620,QC
2009,Sherbrooke,45270,QC
2009,Cowansville,3050,QC
2009,Victoriaville,12740,QC
2009,Trois-Rivières,34660,QC
2009,Shawinigan,13190,QC
2009,La Tuque,3470,QC
2009,Drummondville,19920,QC
2009,Granby,17940,QC
2009,Saint-Hyacinthe,13560,QC
2009,Sorel-Tracy,12670,QC
2009,Joliette,10870,QC
2009,Saint-Jean-sur-Richelieu,22140,QC
2009,Montréal,862070,QC
2009,Salaberry-de-Valleyfield,9380,QC
2009,Lachute,3020,QC
2009,Val-d'Or,7830,QC
2009,Amos,4860,QC
2009,Rouyn-Noranda,9860,QC
2009,Hawkesbury,410,
2009,Ottawa-Gatineau,70310,
2009,Non CMA-CA,395780,QC
2009,Ontario,3057010,
2009,Cornwall,14450,ON
2009,Hawkesbury,2420,
2009,Ottawa-Gatineau,210350,
2009,Brockville,8640,ON
2009,Pembroke,6770,ON
2009,Petawawa,3370,ON
2009,Kingston,37150,ON
2009,Belleville-Quinte West,23210,ON
2009,Cobourg,4820,ON
2009,Port Hope,4150,ON
2009,Peterborough,29250,ON
2009,Kawartha Lakes,19270,ON
2009,Centre Wellington,6440,ON
2009,Oshawa,82600,ON
2009,Ingersoll,3360,ON
2009,Toronto,1309490,ON
2009,Hamilton,165570,ON
2009,St. Catharines-Niagara,94320,ON
2009,Kitchener-Cambridge-Waterloo,113630,ON
2009,Brantford,30790,ON
2009,Woodstock,10490,ON
2009,Tillsonburg,4790,ON
2009,Norfolk,15870,ON
2009,Guelph,33360,ON
2009,Stratford,7870,ON
2009,London,110610,ON
2009,Chatham-Kent,26650,ON
2009,Leamington,17890,ON
2009,Windsor,73530,ON
2009,Sarnia,21660,ON
2009,Owen Sound,7570,ON
2009,Collingwood,4680,ON
2009,Barrie,44240,ON
2009,Orillia,10710,ON
2009,Midland,8540,ON
2009,North Bay,15810,ON
2009,Greater Sudbury,38960,ON
2009,Elliot Lake,3080,ON
2009,Temiskaming Shores,3480,ON
2009,Timmins,10590,ON
2009,Sault Ste. Marie,19330,ON
2009,Thunder Bay,28440,ON
2009,Kenora,3360,ON
2009,Non CMA-CA,365500,ON
2009,Manitoba,273430,
2009,Winnipeg,164420,MB
2009,Portage la Prairie,4990,MB
2009,Brandon,13190,MB
2009,Thompson,2990,MB
2009,Non CMA-CA,87850,MB
2009,Saskatchewan,236080,
2009,Regina,47710,SK
2009,Yorkton,4580,SK
2009,Moose Jaw,8170,SK
2009,Swift Current,5000,SK
2009,Saskatoon,58260,SK
2009,North Battleford,4510,SK
2009,Prince Albert,8650,SK
2009,Estevan,3190,SK
2009,Lloydminster,3390,
2009,Non CMA-CA,92640,SK
2009,Alberta,857770,
2009,Medicine Hat,17970,AB
2009,Brooks,6350,AB
2009,Lethbridge,26350,AB
2009,Okotoks,6930,AB
2009,Calgary,286490,AB
2009,Canmore,3060,AB
2009,Red Deer,21620,AB
2009,Camrose,4670,AB
2009,Edmonton,264420,AB
2009,Lloydminster,4630,
2009,Cold Lake,4000,AB
2009,Grande Prairie,19470,AB
2009,Wood Buffalo,16730,AB
2009,Wetaskiwin,3670,AB
2009,Non CMA-CA,171410,AB
2009,British Columbia,1056430,
2009,Cranbrook,6590,BC
2009,Penticton,10890,BC
2009,Kelowna,44250,BC
2009,Vernon,15050,BC
2009,Salmon Arm,4620,BC
2009,Kamloops,24900,BC
2009,Chilliwack,21870,BC
2009,Abbotsford-Mission,39900,BC
2009,Vancouver,550590,BC
2009,Squamish,3910,BC
2009,Victoria,80340,BC
2009,Duncan,10530,BC
2009,Nanaimo,23290,BC
2009,Parksville,8210,BC
2009,Port Alberni,6250,BC
2009,Courtenay,13620,BC
2009,Campbell River,9320,BC
2009,Powell River,4290,BC
2009,Williams Lake,4530,BC
2009,Quesnel,5780,BC
2009,Prince Rupert,2810,BC
2009,Kitimat,2170,BC
2009,Terrace,4240,BC
2009,Prince George,19540,BC
2009,Dawson Creek,3340,BC
2009,Fort St. John,6760,BC
2009,Non CMA-CA,128870,BC
2009,Yukon,7020,
2009,Whitehorse,5650,YT
2009,Non CMA-CA,1370,YT
2009,Northwest Territories,8470,
2009,Yellowknife,4320,NT
2009,Non CMA-CA,4150,NT
2009,Nunavut,5410,
2009,Campbellton,3970,
2009,Hawkesbury,2830,
2009,Ottawa - Gatineau,280670,
2009,Lloydminster,8020,
2010,Canada,7989380,
2010,Newfoundland and Labrador,132340,
2010,St. John's,45570,NL
2010,Bay Roberts,2910,NL
2010,Grand Falls-Windsor,3700,NL
2010,Corner Brook,7280,NL
2010,Non CMA-CA,72880,NL
2010,Prince Edward Island,33560,
2010,Charlottetown,14770,PE
2010,Summerside,4640,PE
2010,Non CMA-CA,14150,PE
2010,Nova Scotia,218130,
2010,Halifax,88980,NS
2010,Kentville,6480,NS
2010,Truro,10670,NS
2010,New Glasgow,8150,NS
2010,Cape Breton,22340,NS
2010,Non CMA-CA,81510,NS
2010,New Brunswick,186650,
2010,Moncton,33930,NB
2010,Saint John,30000,NB
2010,Fredericton,22760,NB
2010,Bathurst,8220,NB
2010,Miramichi,5990,NB
2010,Campbellton,3420,
2010,Edmundston,5690,NB
2010,Non CMA-CA,76650,NB
2010,Quebec,1871780,
2010,Campbellton,530,
2010,Matane,4060,QC
2010,Rimouski,11820,QC
2010,Rivière-du-loup,6410,QC
2010,Baie-Comeau,7460,QC
2010,Saguenay,38700,QC
2010,Alma,8450,QC
2010,Dolbeau-Mistassini,3660,QC
2010,Sept-Îles,6670,QC
2010,Québec,182400,QC
2010,Saint-Georges,7870,QC
2010,Thetford Mines,6600,QC
2010,Sherbrooke,45820,QC
2010,Cowansville,3080,QC
2010,Victoriaville,12940,QC
2010,Trois-Rivières,34880,QC
2010,Shawinigan,13170,QC
2010,La Tuque,3460,QC
2010,Drummondville,20110,QC
2010,Granby,18170,QC
2010,Saint-Hyacinthe,13680,QC
2010,Sorel-Tracy,12740,QC
