,region_name,year,avg_income,province
1122,"Wasaga Beach (CA), Ont.",2020,76000,
1123,"Wasaga Beach (CA), Ont.",2015,67000,
1126,"Wasaga Beach (CA), Ont.",2020,76000,
1127,"Wasaga Beach (CA), Ont.",2015,67000,
1130,"Windsor (CMA), Ont.",2020,82000,
1131,"Windsor (CMA), Ont.",2015,72000,
1134,"Windsor (CMA), Ont.",2020,82000,
1135,"Windsor (CMA), Ont.",2015,72000,
1138,"Windsor (CMA), Ont.",2020,82000,
1139,"Windsor (CMA), Ont.",2015,72000,
1142,"Woodstock (CA), Ont.",2020,82000,
1143,"Woodstock (CA), Ont.",2015,74000,
1146,"Woodstock (CA), Ont.",2020,82000,
1147,"Woodstock (CA), Ont.",2015,74000,
1150,"Woodstock (CA), Ont.",2020,82000,
1151,"Woodstock (CA), Ont.",2015,74000,
1154,Manitoba,2020,79500,MB
1155,Manitoba,2015,73500,MB
1158,Manitoba,2020,79500,MB
1159,Manitoba,2015,73500,MB
1162,Manitoba,2020,79500,MB
1163,Manitoba,2015,73500,MB
1166,"Brandon (CA), Man.",2020,77500,
1167,"Brandon (CA), Man.",2015,73000,
1170,"Brandon (CA), Man.",2020,77500,
1171,"Brandon (CA), Man.",2015,73000,
1174,"Brandon (CA), Man.",2020,77500,
1175,"Brandon (CA), Man.",2015,73000,
1178,"Portage la Prairie (CA), Man.",2020,69000,
1179,"Portage la Prairie (CA), Man.",2015,63200,
1182,"Portage la Prairie (CA), Man.",2020,69000,
1183,"Portage la Prairie (CA), Man.",2015,63200,
1186,"Portage la Prairie (CA), Man.",2020,69000,
1187,"Portage la Prairie (CA), Man.",2015,63200,
1190,"Steinbach (CA), Man.",2020,72500,
1191,"Steinbach (CA), Man.",2015,66500,
1194,"Steinbach (CA), Man.",2020,72500,
1195,"Steinbach (CA), Man.",2015,66500,
1198,"Steinbach (CA), Man.",2020,72500,
1199,"Steinbach (CA), Man.",2015,66500,
1202,"Thompson (CA), Man.",2020,96000,
1203,"Thompson (CA), Man.",2015,104000,
1206,"Thompson (CA), Man.",2020,96000,
1207,"Thompson (CA), Man.",2015,104000,
1210,"Thompson (CA), Man.",2020,96000,
1211,"Thompson (CA), Man.",2015,104000,
1214,"Winkler (CA), Man.",2020,75000,
1215,"Winkler (CA), Man.",2015,70000,
1218,"Winkler (CA), Man.",2020,75000,
1219,"Winkler (CA), Man.",2015,70000,
1222,"Winkler (CA), Man.",2020,75000,
1223,"Winkler (CA), Man.",2015,70000,
1226,"Winnipeg (CMA), Man.",2020,83000,
1227,"Winnipeg (CMA), Man.",2015,76500,
1230,"Winnipeg (CMA), Man.",2020,83000,
1231,"Winnipeg (CMA), Man.",2015,76500,
1234,"Winnipeg (CMA), Man.",2020,83000,
1235,"Winnipeg (CMA), Man.",2015,76500,
1238,Saskatchewan,2020,82000,SK
1239,Saskatchewan,2015,82000,SK
1242,Saskatchewan,2020,82000,SK
1243,Saskatchewan,2015,82000,SK
1246,Saskatchewan,2020,82000,SK
1247,Saskatchewan,2015,82000,SK
1250,"Estevan (CA), Sask.",2020,96000,
1251,"Estevan (CA), Sask.",2015,108000,
1254,"Estevan (CA), Sask.",2020,96000,
1255,"Estevan (CA), Sask.",2015,108000,
1258,"Estevan (CA), Sask.",2020,96000,
1259,"Estevan (CA), Sask.",2015,108000,
1262,"Moose Jaw (CA), Sask.",2020,75500,
1263,"Moose Jaw (CA), Sask.",2015,75000,
1266,"Moose Jaw (CA), Sask.",2020,75500,
1267,"Moose Jaw (CA), Sask.",2015,75000,
1270,"Moose Jaw (CA), Sask.",2020,75500,
1271,"Moose Jaw (CA), Sask.",2015,75000,
1274,"North Battleford (CA), Sask.",2020,78000,
1275,"North Battleford (CA), Sask.",2015,73000,
1278,"North Battleford (CA), Sask.",2020,78000,
1279,"North Battleford (CA), Sask.",2015,73000,
1282,"North Battleford (CA), Sask.",2020,78000,
1283,"North Battleford (CA), Sask.",2015,73000,
1286,"Prince Albert (CA), Sask.",2020,78000,
1287,"Prince Albert (CA), Sask.",2015,77000,
1290,"Prince Albert (CA), Sask.",2020,78000,
1291,"Prince Albert (CA), Sask.",2015,77000,
1294,"Prince Albert (CA), Sask.",2020,78000,
1295,"Prince Albert (CA), Sask.",2015,77000,
1298,"Regina (CMA), Sask.",2020,90000,
1299,"Regina (CMA), Sask.",2015,91000,
1302,"Regina (CMA), Sask.",2020,90000,
1303,"Regina (CMA), Sask.",2015,91000,
1306,"Regina (CMA), Sask.",2020,90000,
1307,"Regina (CMA), Sask.",2015,91000,
1310,"Saskatoon (CMA), Sask.",2020,89000,
1311,"Saskatoon (CMA), Sask.",2015,90000,
1314,"Saskatoon (CMA), Sask.",2020,89000,
1315,"Saskatoon (CMA), Sask.",2015,90000,
1318,"Saskatoon (CMA), Sask.",2020,89000,
1319,"Saskatoon (CMA), Sask.",2015,90000,
1322,"Swift Current (CA), Sask.",2020,80000,
1323,"Swift Current (CA), Sask.",2015,81000,
1326,"Swift Current (CA), Sask.",2020,80000,
1327,"Swift Current (CA), Sask.",2015,81000,
1330,"Swift Current (CA), Sask.",2020,80000,
1331,"Swift Current (CA), Sask.",2015,81000,
1334,"Weyburn (CA), Sask.",2020,82000,
1335,"Weyburn (CA), Sask.",2015,87000,
1338,"Weyburn (CA), Sask.",2020,82000,
1339,"Weyburn (CA), Sask.",2015,87000,
1342,"Weyburn (CA), Sask.",2020,82000,
1343,"Weyburn (CA), Sask.",2015,87000,
1346,"Yorkton (CA), Sask.",2020,77500,
1347,"Yorkton (CA), Sask.",2015,75000,
1350,"Yorkton (CA), Sask.",2020,77500,
1351,"Yorkton (CA), Sask.",2015,75000,
1354,"Yorkton (CA), Sask.",2020,77500,
1355,"Yorkton (CA), Sask.",2015,75000,
1358,Alberta,2020,96000,AB
1359,Alberta,2015,102000,AB
1362,Alberta,2020,96000,AB
1363,Alberta,2015,102000,AB
1366,Alberta,2020,96000,AB
1367,Alberta,2015,102000,AB
1370,"Brooks (CA), Alta.",2020,91000,
1371,"Brooks (CA), Alta.",2015,91000,
1374,"Brooks (CA), Alta.",2020,91000,
1375,"Brooks (CA), Alta.",2015,91000,
1378,"Brooks (CA), Alta.",2020,91000,
1379,"Brooks (CA), Alta.",2015,91000,
1382,"Calgary (CMA), Alta.",2020,100000,
1383,"Calgary (CMA), Alta.",2015,108000,
1386,"Calgary (CMA), Alta.",2020,100000,
1387,"Calgary (CMA), Alta.",2015,108000,
1390,"Calgary (CMA), Alta.",2020,100000,
1391,"Calgary (CMA), Alta.",2015,108000,
1394,"Camrose (CA), Alta.",2020,76000,
1395,"Camrose (CA), Alta.",2015,79500,
1398,"Camrose (CA), Alta.",2020,76000,
1399,"Camrose (CA), Alta.",2015,79500,
1402,"Camrose (CA), Alta.",2020,76000,
1403,"Camrose (CA), Alta.",2015,79500,
1406,"Canmore (CA), Alta.",2020,106000,
1407,"Canmore (CA), Alta.",2015,107000,
1410,"Canmore (CA), Alta.",2020,106000,
1411,"Canmore (CA), Alta.",2015,107000,
1414,"Canmore (CA), Alta.",2020,106000,
1415,"Canmore (CA), Alta.",2015,107000,
1418,"Edmonton (CMA), Alta.",2020,96000,
1419,"Edmonton (CMA), Alta.",2015,102000,
1422,"Edmonton (CMA), Alta.",2020,96000,
1423,"Edmonton (CMA), Alta.",2015,102000,
1426,"Edmonton (CMA), Alta.",2020,96000,
1427,"Edmonton (CMA), Alta.",2015,102000,
1430,"Grande Prairie (CA), Alta.",2020,102000,
1431,"Grande Prairie (CA), Alta.",2015,114000,
1434,"Grande Prairie (CA), Alta.",2020,102000,
1435,"Grande Prairie (CA), Alta.",2015,114000,
1438,"Grande Prairie (CA), Alta.",2020,102000,
1439,"Grande Prairie (CA), Alta.",2015,114000,
1442,"High River (CA), Alta.",2020,82000,
1443,"High River (CA), Alta.",2015,85000,
1446,"High River (CA), Alta.",2020,82000,
1447,"High River (CA), Alta.",2015,85000,
1450,"High River (CA), Alta.",2020,82000,
1451,"High River (CA), Alta.",2015,85000,
1454,"Lacombe (CA), Alta.",2020,89000,
1455,"Lacombe (CA), Alta.",2015,99000,
1458,"Lacombe (CA), Alta.",2020,89000,
1459,"Lacombe (CA), Alta.",2015,99000,
1462,"Lacombe (CA), Alta.",2020,89000,
1463,"Lacombe (CA), Alta.",2015,99000,
1466,"Lethbridge (CMA), Alta.",2020,84000,
1467,"Lethbridge (CMA), Alta.",2015,82000,
1470,"Lethbridge (CMA), Alta.",2020,84000,
1471,"Lethbridge (CMA), Alta.",2015,82000,
1474,"Lethbridge (CMA), Alta.",2020,84000,
1475,"Lethbridge (CMA), Alta.",2015,82000,
1478,"Lloydminster (CA), Alta./Sask.",2020,95000,
1479,"Lloydminster (CA), Alta./Sask.",2015,104000,
1482,"Lloydminster (CA), Alta./Sask.",2020,95000,
1483,"Lloydminster (CA), Alta./Sask.",2015,104000,
1486,"Lloydminster (CA), Alta./Sask.",2020,95000,
1487,"Lloydminster (CA), Alta./Sask.",2015,104000,
1490,"Medicine Hat (CA), Alta.",2020,80000,
1491,"Medicine Hat (CA), Alta.",2015,81000,
1494,"Medicine Hat (CA), Alta.",2020,80000,
1495,"Medicine Hat (CA), Alta.",2015,81000,
1498,"Medicine Hat (CA), Alta.",2020,80000,
1499,"Medicine Hat (CA), Alta.",2015,81000,
1502,"Okotoks (CA), Alta.",2020,117000,
1503,"Okotoks (CA), Alta.",2015,126000,
1506,"Okotoks (CA), Alta.",2020,117000,
1507,"Okotoks (CA), Alta.",2015,126000,
1510,"Okotoks (CA), Alta.",2020,117000,
1511,"Okotoks (CA), Alta.",2015,126000,
1514,"Red Deer (CMA), Alta.",2020,85000,
1515,"Red Deer (CMA), Alta.",2015,93000,
1518,"Red Deer (CMA), Alta.",2020,85000,
1519,"Red Deer (CMA), Alta.",2015,93000,
1522,"Red Deer (CMA), Alta.",2020,85000,
1523,"Red Deer (CMA), Alta.",2015,93000,
1526,"Strathmore (CA), Alta.",2020,91000,
1527,"Strathmore (CA), Alta.",2015,96000,
1530,"Strathmore (CA), Alta.",2020,91000,
1531,"Strathmore (CA), Alta.",2015,96000,
1534,"Strathmore (CA), Alta.",2020,91000,
1535,"Strathmore (CA), Alta.",2015,96000,
1538,"Sylvan Lake (CA), Alta.",2020,93000,
1539,"Sylvan Lake (CA), Alta.",2015,107000,
1542,"Sylvan Lake (CA), Alta.",2020,93000,
1543,"Sylvan Lake (CA), Alta.",2015,107000,
1546,"Sylvan Lake (CA), Alta.",2020,93000,
1547,"Sylvan Lake (CA), Alta.",2015,107000,
1550,"Wetaskiwin (CA), Alta.",2020,69500,
1551,"Wetaskiwin (CA), Alta.",2015,72500,
1554,"Wetaskiwin (CA), Alta.",2020,69500,
1555,"Wetaskiwin (CA), Alta.",2015,72500,
1558,"Wetaskiwin (CA), Alta.",2020,69500,
1559,"Wetaskiwin (CA), Alta.",2015,72500,
1562,"Wood Buffalo (CA), Alta.",2020,182000,
1563,"Wood Buffalo (CA), Alta.",2015,210000,
1566,"Wood Buffalo (CA), Alta.",2020,182000,
1567,"Wood Buffalo (CA), Alta.",2015,210000,
1570,"Wood Buffalo (CA), Alta.",2020,182000,
1571,"Wood Buffalo (CA), Alta.",2015,210000,
1574,British Columbia,2020,85000,BC
1575,British Columbia,2015,75500,BC
1578,British Columbia,2020,85000,BC
1579,British Columbia,2015,75500,BC
1582,British Columbia,2020,85000,BC
1583,British Columbia,2015,75500,BC
1586,"Abbotsford - Mission (CMA), B.C.",2020,91000,
1587,"Abbotsford - Mission (CMA), B.C.",2015,79500,
1590,"Abbotsford - Mission (CMA), B.C.",2020,91000,
1591,"Abbotsford - Mission (CMA), B.C.",2015,79500,
1594,"Abbotsford - Mission (CMA), B.C.",2020,91000,
1595,"Abbotsford - Mission (CMA), B.C.",2015,79500,
1598,"Campbell River (CA), B.C.",2020,78500,
1599,"Campbell River (CA), B.C.",2015,70500,
1602,"Campbell River (CA), B.C.",2020,78500,
1603,"Campbell River (CA), B.C.",2015,70500,
1606,"Campbell River (CA), B.C.",2020,78500,
1607,"Campbell River (CA), B.C.",2015,70500,
1610,"Chilliwack (CMA), B.C.",2020,82000,
1611,"Chilliwack (CMA), B.C.",2015,71000,
1614,"Chilliwack (CMA), B.C.",2020,82000,
1615,"Chilliwack (CMA), B.C.",2015,71000,
1618,"Chilliwack (CMA), B.C.",2020,82000,
1619,"Chilliwack (CMA), B.C.",2015,71000,
1622,"Courtenay (CA), B.C.",2020,76500,
1623,"Courtenay (CA), B.C.",2015,67500,
1626,"Courtenay (CA), B.C.",2020,76500,
1627,"Courtenay (CA), B.C.",2015,67500,
1630,"Courtenay (CA), B.C.",2020,76500,
1631,"Courtenay (CA), B.C.",2015,67500,
1634,"Cranbrook (CA), B.C.",2020,84000,
1635,"Cranbrook (CA), B.C.",2015,78500,
1638,"Cranbrook (CA), B.C.",2020,84000,
1639,"Cranbrook (CA), B.C.",2015,78500,
1642,"Cranbrook (CA), B.C.",2020,84000,
1643,"Cranbrook (CA), B.C.",2015,78500,
1646,"Dawson Creek (CA), B.C.",2020,85000,
1647,"Dawson Creek (CA), B.C.",2015,92000,
1650,"Dawson Creek (CA), B.C.",2020,85000,
1651,"Dawson Creek (CA), B.C.",2015,92000,
1654,"Dawson Creek (CA), B.C.",2020,85000,
1655,"Dawson Creek (CA), B.C.",2015,92000,
1658,"Duncan (CA), B.C.",2020,75500,
1659,"Duncan (CA), B.C.",2015,66000,
1662,"Duncan (CA), B.C.",2020,75500,
1663,"Duncan (CA), B.C.",2015,66000,
1666,"Duncan (CA), B.C.",2020,75500,
1667,"Duncan (CA), B.C.",2015,66000,
1670,"Fort St. John (CA), B.C.",2020,106000,
1671,"Fort St. John (CA), B.C.",2015,116000,
1674,"Fort St. John (CA), B.C.",2020,106000,
1675,"Fort St. John (CA), B.C.",2015,116000,
1678,"Fort St. John (CA), B.C.",2020,106000,
1679,"Fort St. John (CA), B.C.",2015,116000,
1682,"Kamloops (CMA), B.C.",2020,87000,
1683,"Kamloops (CMA), B.C.",2015,79500,
1686,"Kamloops (CMA), B.C.",2020,87000,
1687,"Kamloops (CMA), B.C.",2015,79500,
1690,"Kamloops (CMA), B.C.",2020,87000,
1691,"Kamloops (CMA), B.C.",2015,79500,
1694,"Kelowna (CMA), B.C.",2020,85000,
1695,"Kelowna (CMA), B.C.",2015,77000,
1698,"Kelowna (CMA), B.C.",2020,85000,
1699,"Kelowna (CMA), B.C.",2015,77000,
1702,"Kelowna (CMA), B.C.",2020,85000,
1703,"Kelowna (CMA), B.C.",2015,77000,
1706,"Ladysmith (CA), B.C.",2020,80000,
1707,"Ladysmith (CA), B.C.",2015,73000,
1710,"Ladysmith (CA), B.C.",2020,80000,
1711,"Ladysmith (CA), B.C.",2015,73000,
1714,"Ladysmith (CA), B.C.",2020,80000,
1715,"Ladysmith (CA), B.C.",2015,73000,
1718,"Nanaimo (CMA), B.C.",2020,77500,
1719,"Nanaimo (CMA), B.C.",2015,68000,
1722,"Nanaimo (CMA), B.C.",2020,77500,
1723,"Nanaimo (CMA), B.C.",2015,68000,
1726,"Nanaimo (CMA), B.C.",2020,77500,
1727,"Nanaimo (CMA), B.C.",2015,68000,
1730,"Nelson (CA), B.C.",2020,74500,
1731,"Nelson (CA), B.C.",2015,64000,
1734,"Nelson (CA), B.C.",2020,74500,
1735,"Nelson (CA), B.C.",2015,64000,
1738,"Nelson (CA), B.C.",2020,74500,
1739,"Nelson (CA), B.C.",2015,64000,
1742,"Parksville (CA), B.C.",2020,73500,
1743,"Parksville (CA), B.C.",2015,68000,
1746,"Parksville (CA), B.C.",2020,73500,
1747,"Parksville (CA), B.C.",2015,68000,
1750,"Parksville (CA), B.C.",2020,73500,
1751,"Parksville (CA), B.C.",2015,68000,
1754,"Penticton (CA), B.C.",2020,71000,
1755,"Penticton (CA), B.C.",2015,62000,
1758,"Penticton (CA), B.C.",2020,71000,
1759,"Penticton (CA), B.C.",2015,62000,
1762,"Penticton (CA), B.C.",2020,71000,
1763,"Penticton (CA), B.C.",2015,62000,
1766,"Port Alberni (CA), B.C.",2020,67000,
1767,"Port Alberni (CA), B.C.",2015,59600,
1770,"Port Alberni (CA), B.C.",2020,67000,
1771,"Port Alberni (CA), B.C.",2015,59600,
1774,"Port Alberni (CA), B.C.",2020,67000,
1775,"Port Alberni (CA), B.C.",2015,59600,
1778,"Powell River (CA), B.C.",2020,66500,
1779,"Powell River (CA), B.C.",2015,60800,
1782,"Powell River (CA), B.C.",2020,66500,
1783,"Powell River (CA), B.C.",2015,60800,
1786,"Powell River (CA), B.C.",2020,66500,
1787,"Powell River (CA), B.C.",2015,60800,
1790,"Prince George (CA), B.C.",2020,91000,
1791,"Prince George (CA), B.C.",2015,85000,
1794,"Prince George (CA), B.C.",2020,91000,
1795,"Prince George (CA), B.C.",2015,85000,
1798,"Prince George (CA), B.C.",2020,91000,
1799,"Prince George (CA), B.C.",2015,85000,
1802,"Prince Rupert (CA), B.C.",2020,92000,
1803,"Prince Rupert (CA), B.C.",2015,76000,
1806,"Prince Rupert (CA), B.C.",2020,92000,
1807,"Prince Rupert (CA), B.C.",2015,76000,
1810,"Prince Rupert (CA), B.C.",2020,92000,
1811,"Prince Rupert (CA), B.C.",2015,76000,
1814,"Quesnel (CA), B.C.",2020,73000,
1815,"Quesnel (CA), B.C.",2015,70500,
1818,"Quesnel (CA), B.C.",2020,73000,
1819,"Quesnel (CA), B.C.",2015,70500,
1822,"Quesnel (CA), B.C.",2020,73000,
1823,"Quesnel (CA), B.C.",2015,70500,
1826,"Salmon Arm (CA), B.C.",2020,75000,
1827,"Salmon Arm (CA), B.C.",2015,68000,
1830,"Salmon Arm (CA), B.C.",2020,75000,
1831,"Salmon Arm (CA), B.C.",2015,68000,
1834,"Salmon Arm (CA), B.C.",2020,75000,
1835,"Salmon Arm (CA), B.C.",2015,68000,
1838,"Squamish (CA), B.C.",2020,111000,
1839,"Squamish (CA), B.C.",2015,96000,
1842,"Squamish (CA), B.C.",2020,111000,
1843,"Squamish (CA), B.C.",2015,96000,
1846,"Squamish (CA), B.C.",2020,111000,
1847,"Squamish (CA), B.C.",2015,96000,
1850,"Terrace (CA), B.C.",2020,90000,
1851,"Terrace (CA), B.C.",2015,81000,
1854,"Terrace (CA), B.C.",2020,90000,
1855,"Terrace (CA), B.C.",2015,81000,
1858,"Terrace (CA), B.C.",2020,90000,
1859,"Terrace (CA), B.C.",2015,81000,
1862,"Trail (CA), B.C.",2020,76000,
1863,"Trail (CA), B.C.",2015,70000,
1866,"Trail (CA), B.C.",2020,76000,
1867,"Trail (CA), B.C.",2015,70000,
1870,"Trail (CA), B.C.",2020,76000,
1871,"Trail (CA), B.C.",2015,70000,
1874,"Vancouver (CMA), B.C.",2020,90000,
1875,"Vancouver (CMA), B.C.",2015,78500,
1878,"Vancouver (CMA), B.C.",2020,90000,
1879,"Vancouver (CMA), B.C.",2015,78500,
1882,"Vancouver (CMA), B.C.",2020,90000,
1883,"Vancouver (CMA), B.C.",2015,78500,
1886,"Vernon (CA), B.C.",2020,79000,
1887,"Vernon (CA), B.C.",2015,70000,
1890,"Vernon (CA), B.C.",2020,79000,
1891,"Vernon (CA), B.C.",2015,70000,
1894,"Vernon (CA), B.C.",2020,79000,
1895,"Vernon (CA), B.C.",2015,70000,
1898,"Victoria (CMA), B.C.",2020,85000,
1899,"Victoria (CMA), B.C.",2015,76000,
1902,"Victoria (CMA), B.C.",2020,85000,
1903,"Victoria (CMA), B.C.",2015,76000,
1906,"Victoria (CMA), B.C.",2020,85000,
1907,"Victoria (CMA), B.C.",2015,76000,
1910,"Williams Lake (CA), B.C.",2020,81000,
1911,"Williams Lake (CA), B.C.",2015,78000,
1914,"Williams Lake (CA), B.C.",2020,81000,
1915,"Williams Lake (CA), B.C.",2015,78000,
1918,"Williams Lake (CA), B.C.",2020,81000,
1919,"Williams Lake (CA), B.C.",2015,78000,
1922,Yukon,2020,100000,YT
1923,Yukon,2015,92000,YT
1926,Yukon,2020,100000,YT
1927,Yukon,2015,92000,YT
1930,Yukon,2020,100000,YT
1931,Yukon,2015,92000,YT
1934,"Whitehorse (CA), Y.T.",2020,109000,
1935,"Whitehorse (CA), Y.T.",2015,99000,
1938,"Whitehorse (CA), Y.T.",2020,109000,
1939,"Whitehorse (CA), Y.T.",2015,99000,
1942,"Whitehorse (CA), Y.T.",2020,109000,
1943,"Whitehorse (CA), Y.T.",2015,99000,
1946,Northwest Territories,2020,127000,NT
1947,Northwest Territories,2015,127000,NT
1950,Northwest Territories,2020,127000,NT
1951,Northwest Territories,2015,127000,NT
1954,Northwest Territories,2020,127000,NT
1955,Northwest Territories,2015,127000,NT
1958,"Yellowknife (CA), N.W.T.",2020,148000,
1959,"Yellowknife (CA), N.W.T.",2015,154000,
1962,"Yellowknife (CA), N.W.T.",2020,148000,
1963,"Yellowknife (CA), N.W.T.",2015,154000,
1966,"Yellowknife (CA), N.W.T.",2020,148000,
1967,"Yellowknife (CA), N.W.T.",2015,154000,
1970,Nunavut,2020,118000,NU
1971,Nunavut,2015,105000,NU
1974,Nunavut,2020,118000,NU
1975,Nunavut,2015,105000,NU
1978,Nunavut,2020,118000,NU
1979,Nunavut,2015,105000,NU
